cat,label,review,sentiment,category,summary
衣服,1,新的旧的一共十几件，还有一些在衣柜里面，我还是喜欢前面有个标志的那一件。感觉那个布料更柔软，更舒服。不过现在好像没有了,正面,质量,喜欢标志款布料柔软舒服
衣服,0,加绒，绒在哪里,负面,质量,绒在哪里
衣服,0,衣服质量一般,中性,质量,衣服质量一般
水果,0,皮都干了。。味道全无。。。在京东买了那么多东西。。。就这次评差    因为想尝一下味道。。故没有退货！,负面,质量,皮干无味未退货
酒店,0,总体感觉一般。65分,中性,综合,总体感觉一般
衣服,0,垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾,负面,综合,垃圾产品
计算机,1,"价格比市场上要便宜300左右,外观大气,颜色大气,比较商务,我喜欢. 关于大家说的驱动问题,可以在惠普官方网站上找到,我1个小时就搞定换成XP系统了:",正面,价格,价格实惠驱动易装
平板,1,不错，正是自己想要的,正面,综合,符合预期需求
洗发水,1,洗后头发顺滑，有独特的香味。好好好,正面,质量,洗后头发顺滑有香味
水果,0,苹果好多是坏的，不建议购买。好差的一次购物体验。太失望了,负面,质量,苹果坏多不建议买
衣服,0,码偏小啊?‘,负面,质量,尺码偏小
书籍,1,"春天的季节,没有什么比鸟儿的欢歌更美的声音了.这本小册子图文并茂,带在身边,随时可以识别我们可爱的小精灵,快乐的招呼一声:你好.连并着想到故宫的乌鸦都有了欢喜的感觉.珍惜我们还有这些可爱的朋友,如果看了<寂静的春天>,你一定会感叹错过了永远的失去了,鸟儿.带一本小册子,可以传阅给你的朋友,分享拥有春天般美丽的心情,象鸟儿一样放飞自己.热爱生活,热爱生命.",正面,综合,分享小册子传递春天美好心情
平板,0,买东西看评论上当了！看有3万多好评！昨天买了今天到货用一天就感觉不爽！功能不是那么强大还什么都不送说是平板电脑其实就是一个手机和电脑根本不沾边！！！更可气的是昨天买*垃圾以后再不买这个牌子的所有东西！！！！！,负面,质量,买平板当手机用很失望
洗发水,1,气味芳香，洗完头柔顺，去屑止痒，,正面,质量,气味芳香洗后柔顺
洗发水,1,第一次使用，朋友推荐的！包装完好！快递很给力,正面,综合,朋友推荐包装完好
洗发水,1,老婆说好香，用着还挺好，就是没找到限用日期在哪里，有知道的吗，两大两小，还有个赠品小瓶的总共五瓶都是同一种，弄成不同种类的该多好呀,中性,服务,找不到限用日期位置
洗发水,0,用着一般，洗完头感觉好油 也没有说的那么好,负面,质量,头发油腻效果一般
平板,1,音质很好，老公喜欢的不得了！速度也很快！值得推荐！,正面,综合,音质好老公喜欢
酒店,1,"总体来说还可,主要是正好去办事情，方便.以后基本还是住这",正面,服务,住得方便总体不错
水果,1,***，还算甜，，还不错吧，，好吃以后再买。。,正面,质量,还算甜好吃
衣服,0,好像尺码有点问题，而且基本确定是假货,负面,质量,尺码不符疑似假货
计算机,1,总是Thinkpad系列的，系统的稳定性比较好，散热也做得不错，VISTA界面很漂亮。,正面,质量,系统稳定散热好界面美
洗发水,0,好假，生姜的没有一点生姜的香味和辣味，以后都不敢买了,负面,质量,无姜香味辣味不敢再买
平板,1,不错，给弟弟买的，他很满意，送货速度也很快，昨天下午下单，今天上午就到了。,正面,综合,弟弟满意送货快
酒店,1,总的来说还可以，不过不知是否我比较幸运，拿到的房间电话线路有问题，用不了。钥匙卡又插不进那孔，搞到要把梳子插进去取电。泳池、羽毛球场等设施看来是时候保养或更新一下了。另外碰巧有会议召开，停车场也差不多满位了。,负面,服务,设施线路问题多需更新
蒙牛,0,我们要疯狂一次！！！ @蒙牛提不起精神,正面,综合,疯狂购买蒙牛产品
水果,0,我经常在京东上买东西，这次太让人失望了！说好红色，打开一看是白色的！联系客服问情况，问几句半天才回一句！还说不出个结果！一直推着！,负面,质量,颜色不符客服推诿
洗发水,1,6.18那天下的单，昨天才收到！还没用，感觉挺好的，以前一直都用这个牌子，用后再来评价……,正面,综合,未用感觉挺好
平板,1,评价晒单，为了得耳机，会不会发给我哟,中性,服务,询问耳机是否发货
洗发水,1,好用，价格划算，有活动下次一定还买,正面,综合,好用划算下次还买
计算机,0,预装的vista速度让人不爽 而且键盘感觉有点软 外壳感觉不是那么结实 好像很薄一样,负面,质量,键盘软外壳薄质感差
酒店,1,不能给人什么深刻印象，老五星，价格比较低。。。可以入住。。,正面,综合,价格低可入住
平板,0,发了一个坏的冲电器郁闷,负面,质量,收到损坏电器
书籍,0,贵公司14号发出，为什么到今天还没收到呢？今天已经是26号了.12天了，还没收到书。,负面,物流,发货后12天未收到书
洗发水,1,是正品。和我在远大购物中心买的是一样的！已经是第，n次购买了,正面,综合,正品回购多次
酒店,0,酒店历史悠久，但设备陈旧，还发现蟑螂。四星级名不其实。在上海住过性价比最差的酒店。,负面,质量,酒店设备陈旧有蟑螂
洗发水,1,京东超市发货快，辛苦快递小哥了，VS大品牌值得信赖的！,正面,物流,发货快快递小哥辛苦
平板,0,期间客服来了两次电话，包括晚上快11点还打来了一次，苦苦央求我把退货改成了换货。,负面,服务,客服多次电话求改退货
水果,1,真心不错 新鲜 酸甜 多汁 脆 口感好?,正面,质量,口感好新鲜酸甜多汁
衣服,1,裤子收到了 质量真的挺好的 很喜欢 下次再来买,正面,质量,裤子质量好喜欢
洗发水,1,相信京东，快捷方便，生活好帮手，离不开的生活助手，正品有保障，优惠多多，每天都能发现新乐趣，选品牌选京东！,正面,综合,京东正品快捷方便
平板,0,买给妈妈用的，说好的发票结果没有开，一直没收到，联系客服没有用一直说开了，但问题是我没收到，里里外外都翻遍了，这点让我很不爽,负面,服务,发票未开且客服无果
洗发水,0,假的吧，洗了头痒！正品不会这样的，本来很信任京东的，没想到也是假货遍地！,负面,质量,怀疑商品为假货
酒店,0,公家的酒店，政府机关出差指定的宾馆。到机场很方便，每半个小时班车接送。设施陈旧，房间地毯很脏，卫生间金属生锈。房间里和班车上都是烟味，不开窗户无法呼吸。房间里的无线网大部分时间都不能用，只能去大厅用无线网。客服和大巴司机的态度都很冷漠。就冲着没有无线网这一点，不推荐大家住。,负面,综合,设施陈旧烟味重网不好用
酒店,1,"酒店很好,房间挺大,服务态度特别好.地点也很好,很方便.",正面,综合,酒店好房间大服务佳
衣服,0,衣服上有破洞,负面,质量,衣服有破洞
书籍,1,本来是冲着那个一人一万元去买这本书的很想知道会是什么内容的书会让大家哪么感动并想把他排成电影看完之后也的确是感触非常虽然觉得那个笑着活下去的续其实没有必要去写但是既然大家哪么捧场还是说明了 在战后那个年代坚持 信念还有乐观的心情是多么的重要简单的生活确有滋有味我相信 如果我是这位阿妈养大的哪么也觉得会是个问心无愧的人所以 是本好书,正面,质量,好书值得推荐
书籍,1,减肥，很平常的一件事情，有人说是女人一生的事业。我都26了几乎20岁以后的日子每年都在减肥，储存了一冬天的脂肪到了春天就开始一年的减肥工作，可是真正成功的只有去年减了10斤还很辛苦的感觉。正当的方法加持之以恒的坚持不但是减肥也是做成功任何事情的必要条件。如果是正确该去做的事情就比如减肥不应该是一生每年都在重复做的事情，要做就做一次，有一个信念任何奇迹都会发生。,正面,综合,减肥需持之以恒信念
蒙牛,0,我就说嘛，那些个牛奶都能喝死人的玩意！！上次我说蒙牛就他娘的垃圾，那个 很愤怒，但做不了什么，很遗憾，但改变不了什么，我不爱国。,负面,质量,牛奶质量差令人愤怒
水果,1,卖家包装做的不错，苹果木有损伤，吃起来是甜甜的，大小合适。,正面,质量,包装好苹果无损
计算机,0,天哪，系统难装啊！键盘板那地方我原以为是白色的，收到后才知是银色的，觉得白色的配起来更加好看！,负面,质量,键盘颜色不符预期
酒店,0,还是房价贵了点，如果房价在200就可以了。,负面,价格,房价太贵了
酒店,0,要不是离机场近，房间还干净，这种服务态度这辈子都不想再住,负面,服务,服务态度差不想再住
书籍,1,二十四史，整整63本，中华书局。这些惹人的字眼，怎能不心动啊，象极了小时候买一套连环画的过程：先到书店选好了版本和价格，然后一次次去翻，最后经过多次的比较和选择，最后再寻找机会向父母提出要求。跟老婆要求后，立刻从股票收益里面拿出部分，多买点，这些东西可以留给儿子的，也可以影响他的成长。搬到家后，立刻吧书橱里面的旧书挪到床底，把这些煌煌巨著放在显眼的地方，好一个“喜新厌旧”。,正面,综合,购买二十四史套装并展示
洗发水,1,从大学开始，十年一直都在用沙宣。在京东保障品质的同时，更多的寄托着象牙塔里的情愫！,正面,综合,十年沙宣用户好评
平板,1,买了快一个月了，虽然没怎么用（毕竟不是手机），平板用起来还是不错的很流畅，4g运存+麒麟950，950的cpu部分还是很强悍的，和骁龙820差不多，系统我没有升级到emui5.0，听说5.0现在还有些小bug而且更费电一些，先用一段时间再升级。,正面,质量,平板流畅性能强悍
